id,sourceId,title,author,difficulty,popularity,about,startRow,startCol,startDirection,allowedCommands,slotsPerFunction,rows
catalog-15126,15126,...?,Idunn0,2,35,Idunn0,5,0,right,0,"[5, 0, 0, 0, 0]","[""               R"", ""              rr"", ""             rr "", ""            rr  "", ""           rr   "", ""bbbbbbbbbbbr    ""]"
catalog-260,260,crosshairs,wallacoloo,3,34,,4,5,right,6,"[10, 5, 5, 0, 0]","[""       R        "", ""       g        "", ""       g        "", ""    ggggggg     "", ""    gbbBbBg     "", ""    gbBbBbg     "", ""RggggBbRbBgggggR"", ""    gbBbBbg     "", ""    gBbBbBg     "", ""    ggggggg     "", ""       g        "", ""       R        ""]"
catalog-283,283,Use the map,snydej,4,17,,6,7,left,0,"[5, 5, 5, 0, 0]","[""bbbbbbbb       "", ""bGbbGbGb R R  R"", ""bGGbGGGb RRR RR"", ""bGbbbbGb R    R"", ""bGGGGGGb RRRRRR"", ""bGbbbbbb      R"", ""bGbGGbGgRR RR R"", ""bGbGbbGb R  R R"", ""bGbGbGGb RR R R"", ""bGbGbbGb R  R R"", ""bGGGGGGb RRRRRR"", ""bbbbbbbb       ""]"
catalog-378,378,Oscillations,snydej,4,17,One side tells you how far to go,5,0,right,0,"[7, 10, 7, 3, 2]","[""    R    BR     "", "" R  B    BB   B "", "" BR BB R BB R B "", "" BBBBB B BBBBBB "", ""RBBBBBBBRBBBBBBB"", ""gGGGGGGGGGGGGGGG"", ""BBBBBBRBBBBBBBBR"", "" BBRBB B BBRBRB "", "" BB BR B BB B B "", "" B  B    BB   R "", ""    B    RB     ""]"
catalog-510,510,Lawn Mower,rafaelromao,2,85,,2,5,right,0,"[4, 4, 4, 0, 0]","[""GBG       R"", ""B B       B"", ""GBBBBbBBBBG"", ""B B       B"", ""GBG       R""]"
catalog-624,624,Imperfect Reflection,snydej,4,17,,5,0,right,0,"[10, 10, 10, 10, 10]","[""    G    G   B  "", ""G   G   BBB  G  "", ""B B B   GGBGGB B"", ""GBBBG  GGGGGGBGB"", ""BGGBGBGBBBGBGGGB"", ""rRRRRRRRRRRRRRRR"", ""BGGBGGBBBBGBGGGB"", ""GGBGG  BGGGGGBBB"", ""B G B   GGBBBB G"", ""B   G   GBG  G  "", ""    B    B   G  ""]"
catalog-859,859,Jade Key,dvorjakque,3,17,,10,1,right,0,"[7, 7, 0, 0, 0]","[""bbbbbbbbbbbbbbbb"", ""bbbbbbbbbGGGGbbb"", ""bbGGGG   G  G bb"", ""bbbbbGGGGG  G bb"", ""bbbbbbbbbbbbGGGb"", ""bbb b b bb b  Gb"", ""bb  GGGGGbbb  Gb"", ""bb  G   G  GGGGb"", ""bb  G   G  G  bb"", ""bbbbGbbbGGGGbbbb"", ""bbGGGbbbbbbbbbbb"", ""bbbbbbbbbbbbbbbb""]"
catalog-1013,1013,Widening,markbyers,3,17,,3,4,down,0,"[5, 5, 5, 0, 0]","[""gbbbbbRRRRRR"", ""b     RRRRRR"", ""b         RR"", ""b   b  RR RR"", ""b   b  RR RR"", ""b   b  RR RR"", ""b   b  RRRRR"", ""gbbbg  RRRRR""]"
catalog-1086,1086,Binary,ebusiness,4,17,There are 10 kinds of people in the world...,0,0,right,0,"[9, 8, 6, 3, 2]","[""rggbrrrrrR "", ""rgbgrrrrR  "", ""rbggrrR    "", ""rbgbrR     "", ""rbbB       "", ""rgggrrrrrrR"", ""rgbbrrrR   "", ""rggbrrrrrR "", ""rbbgR      "", ""rbbB       "", ""rggbrrrrrR "", ""rbggrrR    ""]"
catalog-1095,1095,Chess Knight II,karby,3,17,"The usual drill - right on green, left on red...",11,0,up,0,"[4, 4, 5, 5, 0]","["" bbGbb   bbGbb  "", ""bGbbbBbbbBbbbGb "", ""bb   bbRbb   bb "", ""Gb           bBb"", ""bb            bb"", ""bGbbbRbbbRbb  bG"", "" bbGbbbGbbbRb bb"", ""           bb Rb"", "" bbGbb     bR bb"", ""bGbbbBbb   bb bB"", ""bb   bbBbbbRb   "", ""bb     bbRbb    ""]"
catalog-1373,1373,Turning Red,sticky,3,17,Right on red,11,0,right,0,"[3, 4, 5, 0, 0]","[""   RbR   RbbbbbR"", ""   b b   b     b"", ""   b b RbbbbbR b"", ""   b b b b   b b"", ""RbbRbbbbbbbR b b"", ""   b b b b b b b"", ""   b b b RbbbR b"", ""   b b b   b   b"", ""   b b RbbbR   b"", ""   RbR         b"", ""               b"", ""bbbbbbbbbbbbbbbR""]"
catalog-1376,1376,Step Memory,snydej,3,17,,2,0,right,0,"[10, 10, 0, 0, 0]","[""  GGG           "", ""    G           "", ""rrb G           "", ""  b GGGGGG      "", ""  b      G      "", ""  rrrrrb GG     "", ""       b  GGGG  "", ""       rb    G  "", ""        rrrb G  "", ""           b GGG"", ""           b   G"", ""           rrGGG""]"
catalog-1378,1378,Symmetric Protrusions,snydej,4,17,,11,6,up,0,"[10, 10, 10, 5, 0]","[""RBBBR RRR RRRRR"", ""B   B B R R   R"", ""B G G B R R R R"", ""B B   B R   R R"", ""B RBBBG RRRRR R"", ""B     B R     R"", ""RBBBBBG RRRRRRR"", ""      B R      "", ""RBG GBG RRR RRR"", ""B     B R     R"", ""RBBBBBG RRRRRRR"", ""      b R      ""]"
catalog-1569,1569,Impertinent Datum (Butterfly),axorion,3,17,The spacing from green to green is deliberately misleading.,6,6,up,0,"[6, 2, 0, 0, 0]","[""GbbG     GbbG"", ""b  bbG Gbb  b"", ""b    b b    b"", ""Gb   bGb   bG"", "" b    b    b "", "" Gbb  b  bbG "", ""   GbbrbbG   "", ""  Gb  b  bG  "", ""  b   b   b  "", ""  b  bGb  b  "", ""  GbbG GbbG  ""]"
catalog-1606,1606,the lady or the tiger,flarghsnoofter,2,34,,0,3,up,0,"[10, 0, 0, 0, 0]","[""Rbbbbbr"", ""      b"", ""      b"", ""      B""]"
catalog-1613,1613,Push and Paint,dannythorne,3,17,Pop and turn,7,2,up,3,"[4, 4, 4, 4, 0]","[""BBBBBBBBBBBgBBBB"", ""     BBgrBBBB  r"", "" BBBBBBrgrgBr  B"", ""BrBBBBBBBBB BBrB"", ""BBBBBBgrggrgBB  "", ""gBgBrB       BB "", ""gBgBrr       BB "", ""BBbBBBBgrggrgB  "", ""BrBgBB       BB "", ""BrBgBB       BB "", ""BBBBBBgrggrgBB  ""]"
catalog-1647,1647,Keep on turning,kraker,3,17,At the end,0,0,right,0,"[3, 5, 3, 0, 0]","[""bbbbbbbbbbbbbbbr"", ""               b"", ""        rbRRbr b"", ""        b bb b b"", ""        rbbbbr b"", ""          bb   b"", ""          bb   b"", ""          bb   b"", ""          bb   b"", ""          bb   b"", "" BB       bb   b"", "" bbbbbbbbbRRbbbr""]"
catalog-1677,1677,Another growing cross puzzle,kraker,3,17,"Don't switch, be consistent",4,3,up,0,"[4, 7, 0, 0, 0]","[""   R       "", ""   r   R   "", ""   r   r   "", "" RrbrrrgrrR"", ""   r   r   "", ""   r   r   "", ""   r   r   "", ""RrrgrrrbrR "", ""   r   r   "", ""   R   r   "", ""       R   ""]"
catalog-2044,2044,Glic Eochair,benjaminrr,3,17,Clever Key,1,0,right,3,"[10, 0, 0, 0, 0]","[""BB              "", ""bbbbbbbbbbbbbbbB"", ""            b  b"", ""            b  b"", ""            BbbB""]"
catalog-2053,2053,Glitches in Programming,masterluk,4,17,Syntax Error: Blue tile expected.,0,5,right,0,"[4, 6, 0, 0, 0]","[""     ggggggggb"", ""             g"", ""        B    g"", ""        g    g"", ""    bgb g    g"", ""    g g g bb g"", ""    bgggbggb g"", ""      g   g  g"", ""     bggb bggb"", ""bgggggb g     "", ""     bbGb     ""]"
catalog-2128,2128,Simple Math 2,axorion,3,17,C=2A; This time A can equal zero instead of B. Hint: C=2(A+B)-2B,11,0,right,0,"[5, 10, 5, 0, 0]","[""bbrbbbbbbbbbbbgb"", ""b              b"", ""g gbbbrbbbbgbb b"", ""b b          b b"", ""b b bbbbrgbr b b"", ""r b B      b b b"", ""b b        b r r"", ""b rgbbbbbrbg g b"", ""b            b g"", ""bbbgbbbrbbbbbb b"", ""               b"", ""bbbbgbbrbbbbbbbb""]"
catalog-2328,2328,Four Star Challenge,axorion,3,17,Can you use an unconditional function call?,8,5,up,0,"[10, 0, 0, 0, 0]","[""   bbBbb   "", ""   b   b   "", ""   bbgbb   "", ""bbb  b  bbb"", ""b b  b  b b"", ""B gbbrbbg B"", ""b b  b  b b"", ""bbb  b  bbb"", ""   bbgbb   "", ""   b   b   "", ""   bbBbb   ""]"
catalog-2440,2440,EZX,axorion,3,17,A new slant on an old stacker.,4,5,down,0,"[4, 4, 3, 2, 0]","[""Bb         bB"", ""bbb       bbb"", "" bbb     bbb "", ""  bbb   bbb  "", ""   bbb bbb   "", ""    bbrbb    "", ""     g r     "", ""    bbrbb    "", ""   bbb bbb   "", ""  bbb   bbb  "", "" bbb     bbb "", "" Bb       bB ""]"
catalog-2626,2626,A bit problem in the spiral,anton_s,3,17,,11,0,right,0,"[10, 0, 0, 0, 0]","[""rrbbbrbbbggbggbb"", ""b              b"", ""g bbbbrbrbrbbr b"", ""g g          r b"", ""b b gggrgrgr g g"", ""r b B      r g g"", ""b b        b r b"", ""b bbggrgbbbb b b"", ""b            g r"", ""bbrbrbggbbbggg b"", ""               b"", ""gbgbgbrbrbrbbggg""]"
catalog-3453,3453,Yet another  almost full screen,denisb,3,17,,4,2,left,0,"[10, 10, 0, 0, 0]","[""RRRRRRR GGGGGGG"", ""RGGGGGR GRRRRRG"", ""RG   GR GRRR RG"", ""RG GGGR GGGG RG"", ""RGgGRRR RRRRRRG"", ""RRrGRRR RGGGGGG"", ""   GGGR RG     "", ""GGGGGGR RGGGGGG"", ""GRRRRRRRRRRRRRG"", ""GR   RGGGR   RG"", ""GRRRRRG GRRRRRG"", ""GGGGGGG GGGGGGG""]"
catalog-3512,3512,Spring leaves,denisb,3,17,"Record first, reload then",11,2,up,0,"[5, 6, 3, 0, 0]","[""rbr   rrGG   GGG"", ""rbbbbbbrGGGGGGGG"", ""  b   rbGG   G  "", "" rbbr      GGGG "", "" rr b      G GG "", ""    b      G    "", ""   rbbbrGGGGG   "", ""   rr  bG  GG   "", ""rbr  rrbGGG  GGG"", ""b b  rbrGGG  G G"", ""rbbbbbr  GGGGGGG"", ""  b          G  ""]"
catalog-3535,3535,Shamrock ?,denisb,3,17,"No paint, no pain",2,6,up,0,"[5, 5, 4, 3, 0]","[""gb RBR   bgggggb"", ""br BGBRR rbbbbbr"", ""   RBBbR        "", "" RBBBBBBBBBBBBR "", "" BGGGBBGGGGGGGB "", "" BGGGBBGGGGGGGB "", "" BGGGBBGGGGGGGB "", "" RBBBrBGGGGGGGB "", ""      BGGGGGGGB "", ""rbbbr BGGGGGGGB "", ""bgggb BGGGGGGGB "", ""bgggb RBBBBBBBR ""]"
catalog-3981,3981,Compass,sticky,2,17,,6,6,up,3,"[10, 10, 10, 5, 0]","[""B   B    "", ""gbbbg    "", ""b B B    "", ""b gbg    "", ""b     B B"", ""b B B gbg"", ""b gbg r b"", ""b B b   B"", ""b gbbbbbg"", ""B   B    "", ""gbbbg    ""]"
catalog-4001,4001,Tim's Puzzle #1,timthree,2,34,My first puzzle.  Good luck!,9,0,up,2,"[2, 5, 6, 0, 0]","[""B  B  B  B  B"", ""r  r  r  r  r"", ""r  r  r  r  r"", ""r  r  r  r  r"", ""r  r  r  r  r"", ""r  r  r  r  r"", ""r  r  r  r  r"", ""r  r  r  r  r"", ""r  r  r  r  r"", ""brrBrrBrrBrrB""]"
catalog-4009,4009,kite,abhishekgargg,2,17,,6,3,right,7,"[7, 7, 2, 2, 0]","[""   RBBBBBR"", ""   RBBBBRB"", ""   RBBBRBB"", ""   RBBRBBB"", ""   RBRBBBB"", ""   RRBBBBB"", ""GGGbRRRRRR"", ""   G      "", ""   G      "", ""   G      ""]"
catalog-4468,4468,Green Stars,jojoshow,3,17,,5,5,right,7,"[5, 5, 5, 5, 2]","[""b         R"", ""bb       RR"", ""bbb     RRR"", ""bbbb   RRRR"", ""bbbbb RRRRR"", ""gRRRRbRRRRg"", ""RRRRR bbbbb"", ""RRRR   bbbb"", ""RRR     bbb"", ""RR       bb"", ""R         b""]"
catalog-4525,4525,Aztec Pyramid,benjaminrr,2,17,,0,0,right,0,"[6, 4, 6, 0, 0]","[""ggggR           "", ""GggggR          "", ""GgggggR         "", ""GggggggR        "", ""GgggggggR       "", ""GggggggggR      "", ""GgggggggggR     "", ""GggggggggggR    "", ""GgggggggggggR   "", ""GggggggggggggG  "", ""GgggggggggggggR "", ""GggggggggggggggR""]"
catalog-8585,8585,i forgot,sebdx,2,17,a bit of my test,5,1,up,0,"[8, 2, 0, 0, 0]","[""bbgbbb "", ""b    b "", ""b    b "", ""bbR Rbb"", "" b    b"", "" b    b"", ""     Rb""]"
catalog-9846,9846,magic B,Bristoche,2,17,,9,0,up,4,"[5, 0, 0, 0, 0]","[""ggbbbg"", ""b    b"", ""b    b"", ""GGRrrg"", ""BGGGG "", ""GRRRRG"", ""b    b"", ""b    b"", ""b    b"", ""gbbbbG""]"
catalog-10226,10226,Choose your path,Dvalen2,2,17,Try the second path,11,6,up,0,"[10, 5, 5, 0, 0]","[""grrrrrBgggb  "", ""r     b   g  "", ""grrg  rbr g  "", ""   r    b g  "", ""grrg rbbr ggb"", ""r    b      g"", ""grrg b      g"", ""   r rbbrbggb"", ""grrg    bg   "", ""r     rbrg   "", ""grrrrrbggb   "", ""      b      ""]"
catalog-11261,11261,Robin,codeKameleon,2,17,,0,3,right,3,"[6, 0, 0, 0, 0]","[""rGgrgGgbR"", ""g  g   g "", ""g  g   g "", ""G  G   G "", ""G  G   G "", ""g  g   g "", ""g  g   g "", ""rGgrgGgb ""]"
catalog-104,104,coroutines,jacob_c,2,611,,5,0,up,0,"[5, 5, 0, 0, 0]","[""  ggg      "", ""  g g      "", ""  g bggg   "", ""ggb    g   "", ""g      bggG"", ""r          ""]"
catalog-17,17,The star-studded path I,igoro,2,745,,11,1,up,0,"[10, 10, 10, 0, 0]","[""    ggg ggg "", "" gggRRRgRRRg"", ""gRRRRbRRRbRg"", ""gRbbbbbbbbRg"", ""gRbbbbbbbbRg"", ""gRRRRRRRbbRg"", "" ggggggRbbRg"", ""  bbb    bRg"", ""bbRRRb   bRg"", ""bRRgRbbbbbRg"", ""bRggRRRRRRRg"", ""brggggggggg ""]"
catalog-154,154,Missing red tile,snydej,2,962,maybe it's a red herring,11,1,left,0,"[5, 6, 0, 0, 0]","[""GBBBBBBBBBBBBr"", ""GBBBBBBBBBBB  "", ""GBBBBBBBBBBr  "", ""GBBBBBBBBBr   "", ""GBBBBBBBBr    "", ""GBBBBBBBr     "", ""GBBBBBBr      "", ""GBBBBBr       "", ""GBBBBr        "", ""GBBBr         "", ""GBBr          "", ""Gbr           ""]"
catalog-23,23,Two stripes,igoro,2,4365,There is a short solution.,2,0,up,0,"[4, 0, 0, 0, 0]","[""gggggggggg"", ""BbBbBbBbbb"", ""bBbBbBbBbb"", ""bbBbBbBbBb"", ""bbbBbBbBbB"", ""rrrrrrrrrr""]"
catalog-199,199,Fibonacci Spiral,snydej,3,101,,6,9,right,1,"[10, 5, 5, 5, 0]","[""bbbbbbbbbbbbbb"", ""b            b"", ""b            b"", ""b            b"", ""b            b"", ""b       bbr  b"", ""b       bbr  b"", ""b       b    b"", ""b       bbbbbb"", ""b             "", ""b             "", ""B             ""]"
catalog-201,201,Square Growth,snydej,3,50,,5,4,right,1,"[5, 5, 0, 0, 0]","[""BBBBBBBBBB"", ""BBBBBBBBBB"", ""BBBBBBBBBB"", ""BBBBBBBBBB"", ""BBBBBBBBBB"", ""BBBBbBBBBB"", ""BBBBBBBBBB"", ""BBBBBBBBBB"", ""BBBBBBBBBB"", ""BBBBBBBBBB""]"
catalog-387,387,Gift Wrapped,snydej,3,33,,5,5,up,0,"[10, 5, 5, 0, 0]","[""BBBBBGBBBBB"", ""BBBBBGBBBBB"", ""BBBBBGBBBBB"", ""BBBBBGBBBBB"", ""BBBBBGBBBBB"", ""GGGGGrGGGGG"", ""BBBBBGBBBBB"", ""BBBBBGBBBBB"", ""BBBBBGBBBBB"", ""BBBBBGBBBBB"", ""BBBBBGBBBBB""]"
catalog-1806,1806,up & over,onqt,2,33,green!,5,8,up,0,"[4, 4, 4, 3, 0]","[""            RBR"", ""            B B"", ""            B B"", ""            B B"", ""RBBBBBBBR   G B"", ""B       b   B B"", ""B  RBBB     B B"", ""G  B        B B"", ""B  RBBBBBBBBR B"", ""B             B"", ""RBBBBBBBBBBBGBR""]"
catalog-2202,2202,One Left Turn,axorion,3,33,Hint: 24 right turns,10,4,up,0,"[5, 5, 5, 0, 0]","[""brb bbbbrbbbb  "", ""b b b       b  "", ""b b b bbbbrbbbG"", ""b b b b     b b"", ""r b b r brb r b"", ""b r r b b r b b"", ""b b b bbrbb b r"", ""b b b r b   b b"", ""bbbrbbb bbrbb b"", ""  b b         b"", ""Gbb bbbbbrbbbbb""]"
catalog-2424,2424,Broken Symmetry,jaex,2,33,,6,6,right,0,"[10, 5, 5, 5, 0]","[""            B"", ""            b"", ""  BbbbrbB   b"", ""      b     b"", ""      b     b"", ""    B b     b"", ""    rbbbbbbbr"", ""    b b     b"", ""    B b     b"", ""      b     B"", ""      b      "", ""BbbbbbrbbbbB ""]"
catalog-42,42,The powers,igoro,2,955,,4,0,right,0,"[5, 2, 2, 2, 0]","[""BBBBBBBBB"", ""B       B"", ""B       B"", ""B       B"", ""bBBBBBBBB""]"
catalog-106,106,zipline 2,jacob_c,2,688,,0,0,right,0,"[4, 0, 0, 0, 0]","[""grrrrrrrrrrrbr"", ""            RR""]"
catalog-1227,1227,Stacking for not so newbies,style,2,65,i guess?,6,4,down,0,"[8, 0, 0, 0, 0]","[""        BR"", ""       BBB"", ""bb    BB B"", ""b    BB  B"", ""    BB   B"", ""bb  B    B"", ""bb  b    B"", ""    B   BR"", ""bb  B  BB "", ""b   B BB  "", ""    BBB   "", ""    RB    ""]"
catalog-289,289,Colorful Bar,sungjin,2,1735,But I want blue bar!,4,0,right,4,"[5, 0, 0, 0, 0]","[""RR"", ""BB"", ""GG"", ""RR"", ""bR"", ""RR"", ""GG"", ""BB"", ""RR""]"
catalog-148,148,Light goes out,evko,4,16,,8,0,up,0,"[4, 9, 4, 5, 0]","[""ggggggR    "", ""b     R    "", ""b     R    "", ""b     R    "", ""b    RBR   "", ""b   RbBbR  "", ""b  RbbBbbR "", ""b RbbbBbbbR"", ""b  RbBBBbR "", ""     B B   "", ""     BBB   ""]"
catalog-341,341,Perspective,recursive,4,16,,10,0,up,5,"[10, 10, 10, 0, 0]","[""BBBBBBBBBBB"", ""B         B"", ""BBBBBBBBB B"", ""B       B B"", ""BBBBBBB B B"", ""B     B B B"", ""BBBBB B B B"", ""B   B B B B"", ""BBB B B B B"", ""B B B B B B"", ""rBBBBBBBBBB""]"
catalog-388,388,Perspective II,snydej,4,16,,10,0,up,0,"[10, 10, 10, 0, 0]","[""GBBBBBBBBBB"", ""G         B"", ""GBBBBBBBB B"", ""G       B B"", ""GBBBBBB B B"", ""G     B B B"", ""GBBBB B B B"", ""G   B B B B"", ""GBB B B B B"", ""G B B B B B"", ""rGGGGGGGGGG""]"
catalog-479,479,sorting,alvarom,4,16,list on the right = sort (list of green sequences on the left),0,6,down,4,"[10, 10, 10, 10, 5]","[""rrrrrrrBrrrrrrr"", ""rGbbbbbrG     r"", ""rGGGGGbrG     r"", ""rGGGGGGrGG    r"", ""rGGGGGbrGGG   r"", ""rGGGbbbrGGG   r"", ""rGbbbbbrGGGGG r"", ""rGGGGGbrGGGGG r"", ""rGGbbbbrGGGGG r"", ""rGGGGGbrGGGGG r"", ""rGGGbbbrGGGGGGr"", ""BrrrrrrBrrrrrrr""]"
catalog-529,529,One lap,rainault,3,32,Turn left. Probably.,8,4,right,0,"[2, 3, 3, 0, 0]","[""GbBbBbBbG"", ""b       b"", ""B       B"", ""b       b"", ""B       B"", ""b       b"", ""B       B"", ""b       b"", ""GbBbgbBbG"", ""    B    ""]"
catalog-620,620,Symmetry - Ribbon,markbyers,3,16,,3,7,left,0,"[10, 10, 10, 5, 0]","[""    BBG  RRR    "", ""    R G  R R    "", ""    R G  R R    "", ""GGR RGGgRRRR RRR"", ""B R   G  R   R R"", ""BRRRRRR  RRRRRRR"", ""  R          R  "", ""RRRRRRB  RRRRRRR"", ""G R   B  R   R R"", ""G R BBBBRRRR R R"", ""GBB R B  R R RRR"", ""    RGG  RRR    ""]"
catalog-759,759,Battery 2,markbyers,4,16,,10,7,left,0,"[10, 0, 0, 0, 0]","[""bbbbbgbbbbb"", ""b         b"", ""b bbgbb   b"", ""g g   b   b"", ""b bB  g   b"", ""b     b   g"", ""bbbgbbb   b"", ""          b"", ""          b"", ""   ggggg  b"", ""   grrrrbgb"", ""   ggggg   ""]"
catalog-925,925,Staircases,azure,3,16,Descend the staircases to win.,3,0,right,0,"[6, 5, 0, 0, 0]","[""          B   "", ""     B    BB  "", ""  B  BB   BBB "", ""bRBRRBBRRRB BB"", ""             G"", ""       GBG  BB"", ""BRRRRRRBBB BB "", ""G        B R  "", ""BB BRRRB   R  "", "" BBB   BB  BBB"", ""  BB    BB BB "", ""   B     BGB  ""]"
catalog-1018,1018,Straight Line 1,beaza,3,16,"compare to ""Straight Line 2"" - see how function size matters",1,0,right,0,"[5, 3, 2, 0, 0]","[""BBBBBBBBBBBBBBBB"", ""bBBBBBBBBBBBBBBB"", ""BBBBBBBBBBBBBBBB""]"
catalog-1042,1042,Fermat's Spiral 2,markbyers,2,80,Same as Fermat's Spiral but with only one function.,8,0,up,0,"[10, 0, 0, 0, 0]","[""gbbbbbbbg B"", ""b       b b"", ""b gbbbg b b"", ""b b   b b b"", ""b b grg b b"", ""b b b   b b"", ""b b gbbbg b"", ""b b       b"", ""b gbbbbbbbg""]"
catalog-1129,1129,(A and B) or (C and D),beaza,4,16,,4,0,up,0,"[10, 10, 10, 4, 4]","[""G   GG G        "", ""bbbbrbbbbbb     "", ""bbrbrbrrrrb     "", ""rbrbbrbrbbb     "", ""rrbbrrbrbrbg    "", ""           bbrrG"", ""           rrbrG"", ""rbbrbbrrbrbg    "", ""rbbbbrbrrbb     "", ""brbbrrbbbrr     "", ""rbrrrrbbrrb     "", ""G   GG G G      ""]"
catalog-1145,1145,finferad,style,3,32,,5,5,right,1,"[6, 0, 0, 0, 0]","[""     B      B "", ""     B      r "", ""     B      r "", ""     B      r "", ""     b      r "", ""BBBBBgBBBBBBr "", ""BBBBBgBBBBBrgB"", ""     b      r "", ""     B      r "", ""     B      r "", ""     B      r "", ""     B      B ""]"
catalog-1555,1555,Three Phase,axorion,3,16,Sequential behavior loops,0,2,down,0,"[5, 5, 5, 0, 0]","[""rbbbr gbb rbbbbr"", ""b b b g r b    b"", ""rbr ggggr b gbbr"", ""      g   b g   "", ""grrrg rrrrb rg  "", ""r   r        br "", ""r grrrg  gbb  gb"", ""r r r r bgBgr  g"", ""r grg bbbbbbg  g"", ""r              g"", ""gr gbb rgg brr g"", "" bgb grg rbr bgb""]"
catalog-1602,1602,Pseudosymmetric,axorion,4,16,"Copy: Left to right, Right to left, Top to bottom, Bottom to top.",1,0,right,0,"[10, 10, 10, 10, 10]","[""rggggggggggggggr"", ""bggggggggggR  Rb"", ""bG          Gggb"", ""bggggggggR   Rgb"", ""bgG       Gggggb"", ""bggggggR    Rggb"", ""bggG    Gggggggb"", ""bggggR       Rgb"", ""bgG   Gggggggggb"", ""bggR          Rb"", ""bG  Gggggggggggb"", ""rggggggggggggggr""]"
catalog-1623,1623,Branches with directions,igoro,4,16,,9,6,up,0,"[10, 10, 5, 0, 0]","[""GbbG  G  GbbG"", ""r     b     b"", ""b     b     r"", ""GrrGrbG  GrbG"", ""b  r     r   "", ""b  r     b   "", ""G  GrrGrrG  G"", ""   b  r  r  b"", ""   r  r  b  b"", ""GbbG  g  GrbG""]"
catalog-1854,1854,Symmetry :) 7,lendesg,3,16,,0,0,right,0,"[7, 7, 2, 0, 0]","[""bbbg        "", ""   b        "", ""   b        "", ""   b        "", ""   b RRRRRRR"", ""   gbbbg   R"", ""     R b   R"", ""     R b   R"", ""       R   R"", ""       RRRRR""]"
catalog-1859,1859,Code Green,masterluk,3,16,Most likely the hardest of the three colors.,0,0,right,0,"[9, 7, 7, 0, 0]","[""gggggggggggggggG"", ""g g  g   g    g "", ""g g  g   g    g "", ""g g  g   g    g "", ""g g  g   g    g "", ""G G  G   G    G ""]"
catalog-2167,2167,Bitshift,ebusiness,3,16,Move the colours forward as you go.,9,9,up,7,"[10, 10, 0, 0, 0]","["" BbGbGbGbG      "", ""   b b b b      "", ""GbbRbbbGbRbbbGbR"", ""b  b b b b   b b"", ""b  b b b b   b b"", ""GbbGbGbbbbbR b b"", ""b  b   b b b b b"", ""GbbRbbbGbbbbbGbR"", ""b  b   b b b b b"", ""RbbGbbbG r GbbbG"", ""   b         b  "", ""   RbbbbbbbbbR  ""]"
catalog-2312,2312,That other one.,gm101,3,16,,5,8,down,6,"[5, 5, 0, 0, 0]","[""RbbbbbbgRbbbbbbR"", ""b       b      b"", ""b       b      b"", ""b  gg   b  gg  b"", ""b  gg   b  gg  b"", ""b       g      g"", ""RbbbbbbbRbbbbbbR"", ""b       b      b"", ""b  gg   b  gg  b"", ""b  gg   b  gg  b"", ""b       b      g"", ""RbbbbbbbBbbbbbbR""]"
catalog-2419,2419,First & Last Color,jaex,2,32,,3,0,down,0,"[10, 3, 3, 0, 0]","[""     G         R"", "" RG  b     g   g"", "" br  b     gg  g"", ""rgb  r  G  g   g"", ""bbr  r Rb      g"", ""bgb  bGbb      b"", ""bbr  bbbb R    b"", ""bgb  rbbr b    g"", ""bbrGRrbgr g  G g"", ""bgbrbbbgr g GbRg"", ""bbrbgbbgrRbGrbgg"", ""RRGGRGGRGRRGGGRR""]"
catalog-2453,2453,Wind Flower,jaex,3,16,,5,6,left,0,"[5, 7, 0, 0, 0]","[""RggR RggggR"", ""g  g g    g"", ""g  g gRR  g"", ""g RgRgRgggR"", ""g RRRgRR   "", ""RggggbggggR"", ""   RRgRRR g"", ""RgggRgRgR g"", ""g  RRg g  g"", ""g    g g  g"", ""RggggR RggR""]"
catalog-2883,2883,Loose Ends VII,kraker,3,16,straight on on (4x + 1),11,0,right,4,"[2, 5, 0, 0, 0]","[""gbbbgggbbbbbbbbg"", ""g              b"", ""g         G    b"", ""g         b    b"", ""g         b    g"", ""g     Gbbgg    g"", ""b        bgbbG g"", ""b        b     b"", ""b        b     b"", ""gbbbbgbbbg     b"", ""               b"", ""bbbbbgbbbbggbbbg""]"
catalog-3147,3147,Going around and around,jouni,3,16,,10,0,right,0,"[5, 5, 5, 5, 0]","[""      BGGGGB    "", ""      B    B    "", ""      B    BGGGB"", ""      B    B   B"", ""   BGGB    B   B"", ""   B  B    B   B"", "" BGB  B    B   B"", "" B B  B    B   B"", ""BB B  B    B   B"", ""BB B  B    B   B"", ""rRGRGGRGGGGRGGGR""]"
catalog-3559,3559,Glasses,denisb,3,16,,0,0,right,0,"[6, 4, 3, 3, 3]","[""brbbrrrbrbbbrrbG"", ""               G"", "" RGGGRB RGGGGB G"", "" B    G G    G G"", "" G RGGGRGGGB G G"", "" G G  G G  G G G"", "" G BGGB B  B G G"", "" G    r RBGR G G"", "" G B         R G"", "" G RBGGGGGGGGB G"", "" G             R"", ""bRGGGGGGGGGGGGGB""]"
